"OBJECTID","TIPO","NOMBRE","SHAPE_Length","INICIOX","INICIOY","FINALX","FINALY","CENTROIDEX","CENTROIDEY"
4071,"","PATRIA",43.109198,664544.488833,2288177.782937,664551.538049,2288220.310297,664547.870160,2288199.070067
4072,"","INGLATERRA",76.246873,664648.237825,2287719.685400,664719.680257,2287693.051672,664683.908918,2287706.232910
4073,"","INGLATERRA",69.170239,664657.920769,2287757.202328,664595.577089,2287787.138840,664626.651294,2287771.955814
4074,"","SADA PAZ RICARDO",99.510047,664661.894529,2287834.180376,664754.078465,2287796.705432,664707.986497,2287815.442904
4075,"","GARZA ROMULO",87.612964,664741.166081,2287761.135128,664659.801217,2287793.628056,664700.483649,2287777.381592
4076,"","BALZAC HONORATO DE",36.474234,664659.801217,2287793.628056,664657.920769,2287757.202328,664658.860993,2287775.415192
4077,"","MILTON JONH",105.494166,664757.551361,2288001.376665,664747.898881,2287896.325017,664752.725121,2287948.850841
4078,"","KIPLING RUDYARD",68.590396,664670.683265,2287973.932185,664605.279361,2287953.268889,664637.981313,2287963.600537
4079,"","KIPLING RUDYARD",88.370840,664841.730049,2288028.259993,664757.551361,2288001.376665,664799.684068,2288014.687801
4080,"","TWAIN MARK",87.432639,664747.898881,2287896.325017,664666.787713,2287928.966169,664707.343297,2287912.645593
4081,"","BARING MAURICE",166.429307,664595.577089,2287787.138840,664605.279361,2287953.268889,664599.535216,2287870.259306
4082,"","HEMINGWAY ERNEST",165.692189,664841.730049,2288028.259993,664830.903681,2287862.921880,664836.316865,2287945.590937
4083,"","BARING MAURICE",71.712615,664627.789185,2288165.289113,664617.268609,2288094.352409,664622.531532,2288129.820368
4084,"","SHAKESPEARE WILLIAM",88.209808,664638.272513,2288236.010905,664551.538049,2288220.310297,664594.620395,2288229.707764
4085,"","HEMINGWAY ERNEST",70.591781,664849.725697,2288167.823385,664845.716225,2288097.345561,664847.720961,2288132.584473
4086,"","PASEO LOMAS ALTAS",243.791472,664849.725697,2288167.823385,664617.268609,2288094.352409,664733.497153,2288131.087897
4087,"","INGLATERRA",73.868700,664790.627457,2287667.366296,664860.283393,2287642.780568,664825.405478,2287654.932823
4088,"","KIPLING RUDYARD",57.721372,664898.248321,2288030.337945,664841.730049,2288028.259993,664869.960468,2288033.274581
4089,"","TWAIN MARK",59.268274,664887.356929,2287847.999256,664830.903681,2287862.921880,664858.395270,2287851.858672
4090,"","DOSTOYEVSKY FEDOR",314.432754,665133.431937,2287993.489177,664845.716225,2288097.345561,664988.140985,2288053.551880
4091,"","ARTEMIO DEL VALLE ARIZPE",238.058728,664627.789185,2288165.289113,664854.583425,2288237.651609,664741.186305,2288201.470361
4092,"","SHAKESPEARE WILLIAM",233.893623,664638.272513,2288236.010905,664859.504257,2288307.281689,664747.554138,2288275.877895
4093,"","SANTA CATALINA DE SIENA",51.356233,665094.244353,2286993.496600,665101.403521,2287044.351384,665097.823937,2287018.923992
4094,"","SANTA CATALINA DE SIENA",57.394852,665086.243329,2286936.662168,665094.244353,2286993.496600,665090.243841,2286965.079384
4095,"","SANTA CATALINA DE SIENA",59.573949,665077.938561,2286877.669912,665086.243329,2286936.662168,665082.090945,2286907.166040
4096,"","ARROYO AL",60.305225,664912.344961,2287014.901912,664964.210049,2286984.132888,664938.277505,2286999.517400
4097,"","ARROYO AL",18.753079,664981.186433,2286976.327960,664964.210049,2286984.132888,664972.414336,2286979.640030
4098,"","CLOUTHIER MANUEL J.",61.581646,665001.811201,2287030.457496,665021.650305,2287088.741144,665011.570378,2287059.658433
4099,"","CLOUTHIER MANUEL J.",51.629148,664960.303489,2286922.141720,664941.736961,2286873.966488,664951.020225,2286898.054104
4100,"","CLOUTHIER MANUEL J.",58.071042,664981.186433,2286976.327960,664960.303489,2286922.141720,664970.744961,2286949.234840
4101,"","CLOUTHIER MANUEL J.",110.068681,664964.210049,2286984.132888,664926.310017,2286880.795672,664945.345424,2286932.432746
4102,"","PASEO DE LAS TUYAS",43.379262,670937.534087,2294824.378911,670952.473735,2294786.254623,670940.697305,2294802.921181
4103,"","RUBI",155.966189,671033.103367,2294787.497119,671189.056263,2294788.416415,671111.086140,2294787.721045
4104,"","REFORMA",64.380952,671003.811207,2294786.151327,671010.799879,2294722.150815,671007.305568,2294754.151074
